organization_id,organization_name,organization_type,program_id,program_name,program_offering_id,program_offering_title,activity_taxonomy_path,audience_type,program_format,competition_level,season_label,season_year,start_date,end_date,registration_open_date,registration_close_date,registration_status,registration_url,registration_provider,min_age,max_age,min_grade,max_grade,eligibility_rules_json,schedule_json,pricing_json,location_json,source_id,source_url,source_authority,verification_status,lifecycle_status,last_checked_at,notes
org-us-vt-burlington-parks-recreation-waterfront,"Burlington Parks, Recreation & Waterfront",municipal_recreation,prog-burlington-parks-recreation-waterfront-youth-soccer,Youth Soccer,offer-burlington-parks-recreation-waterfront-youth-fall-soccer-league,Youth Fall Soccer League,Sports > Team Sports > Soccer,youth,league,,fall,2026,,,,,unknown,https://www.burlingtonvt.gov/1086/Sports,CivicRec,,,,,[],{},[],"{""city"":""Burlington"",""state"":""VT"",""country"":""US""}",VT-MUNI-BURLINGTON-CIVICREC,https://www.burlingtonvt.gov/1086/Sports,primary,web_verified_2026-09-03,unknown,2026-09-03,
org-us-vt-burlington-parks-recreation-waterfront,"Burlington Parks, Recreation & Waterfront",municipal_recreation,prog-burlington-parks-recreation-waterfront-youth-sports-clinics,Youth Sports Clinics,offer-burlington-parks-recreation-waterfront-youth-sports-clinics,Youth Sports Clinics,Camps & Clinics > Sports Clinics,youth,clinic,,,,,,,,unknown,https://www.burlingtonvt.gov/1086/Sports,CivicRec,,,,,[],{},[],"{""city"":""Burlington"",""state"":""VT"",""country"":""US""}",VT-MUNI-BURLINGTON-CIVICREC,https://www.burlingtonvt.gov/1086/Sports,primary,web_verified_2026-09-03,unknown,2026-09-03,
org-us-vt-burlington-parks-recreation-waterfront,"Burlington Parks, Recreation & Waterfront",municipal_recreation,prog-burlington-parks-recreation-waterfront-youth-track-field,Youth Track & Field,offer-burlington-parks-recreation-waterfront-youth-track-field,Youth Track & Field,Sports > Endurance Sports > Track & Field,youth,,,,,,,,,unknown,https://www.burlingtonvt.gov/1086/Sports,CivicRec,,,,,[],{},[],"{""city"":""Burlington"",""state"":""VT"",""country"":""US""}",VT-MUNI-BURLINGTON-CIVICREC,https://www.burlingtonvt.gov/1086/Sports,primary,web_verified_2026-09-03,unknown,2026-09-03,
org-us-vt-central-vermont-fc,Central Vermont FC,club,prog-central-vermont-fc-mini-moose-soccer,Mini Moose Soccer,offer-central-vermont-fc-2026-mini-moose-soccer,2026 Mini Moose Soccer,Sports > Team Sports > Soccer,youth,,developmental,spring,2026,,,,,open_at_source_snapshot,https://centralvermontfc.org/,Custom Website,,,,,"[{""type"":""birth_year"",""operator"":""in"",""values"":[2020,2021]}]",{},[],"{""city"":""Randolph"",""state"":""VT"",""country"":""US""}",VT-CLUB-CENTRAL-VERMONT-FC,https://centralvermontfc.org/,primary,web_verified_2026-09-03,unknown,2026-09-03,
org-us-vt-central-vermont-fc,Central Vermont FC,club,prog-central-vermont-fc-competitive-youth-soccer,Competitive Youth Soccer,offer-central-vermont-fc-2026-spring-competitive-youth-soccer,2026 Spring Competitive Youth Soccer,Sports > Team Sports > Soccer,youth,,competitive,spring,2026,,,,,closed,https://centralvermontfc.org/,Custom Website,6,19,,,"[{""type"":""birth_year"",""operator"":""between"",""min"":2007,""max"":2019}]",{},[],"{""city"":""Randolph"",""state"":""VT"",""country"":""US""}",VT-CLUB-CENTRAL-VERMONT-FC,https://centralvermontfc.org/,primary,web_verified_2026-09-03,unknown,2026-09-03,
org-us-vt-central-vermont-little-league,Central Vermont Little League,youth_league,prog-central-vermont-little-league-little-league-baseball,Little League Baseball,offer-central-vermont-little-league-spring-2026-baseball,Spring 2026 Baseball,Sports > Team Sports > Baseball,youth,league,,spring,2026,,,,,closed,https://www.cvtll.org/,League Website,,,,,[],{},[],"{""city"":""Central Vermont"",""state"":""VT"",""country"":""US""}",VT-LEAGUE-CENTRALVT-LITTLELEAGUE,https://www.cvtll.org/,primary,web_verified_2026-09-03,unknown,2026-09-03,
org-us-vt-central-vermont-little-league,Central Vermont Little League,youth_league,prog-central-vermont-little-league-little-league-softball,Little League Softball,offer-central-vermont-little-league-spring-2026-softball,Spring 2026 Softball,Sports > Team Sports > Softball,youth,league,,spring,2026,,,,,closed,https://www.cvtll.org/,League Website,,,,,[],{},[],"{""city"":""Central Vermont"",""state"":""VT"",""country"":""US""}",VT-LEAGUE-CENTRALVT-LITTLELEAGUE,https://www.cvtll.org/,primary,web_verified_2026-09-03,unknown,2026-09-03,
org-us-vt-central-vermont-pioneers,Central Vermont Pioneers,club,prog-central-vermont-pioneers-sled-hockey,Sled Hockey,offer-central-vermont-pioneers-central-vermont-pioneers-sled-hockey,Central Vermont Pioneers Sled Hockey,Sports > Adaptive Sports > Sled Hockey,youth;adult,club,recreational_and_travel,,,,,,,unknown,https://centralvermontpioneers.org/sledhockey,Custom Website,,,,,[],{},[],"{""city"":""Central Vermont"",""state"":""VT"",""country"":""US""}",VT-HOCKEY-CENTRAL-VERMONT-PIONEERS,https://centralvermontpioneers.org/sledhockey,primary,web_verified_2026-09-03,unknown,2026-09-03,Adaptive hockey; open to people of varied abilities. Current registration window not published on crawled page.
org-us-vt-central-vermont-youth-hockey,Central Vermont Youth Hockey,club,prog-central-vermont-youth-hockey-youth-hockey,Youth Hockey,offer-central-vermont-youth-hockey-2026-2027-black-bear-youth-hockey,2026-2027 Black Bear Youth Hockey,Sports > Ice Sports > Hockey,youth,club,,winter,2026-2027,,,,,unknown,https://blackbearhockey.sportngin.com/register/form/975159133,SportsEngine,3,18,,,[],{},[],"{""city"":""Central Vermont"",""state"":""VT"",""country"":""US""}",VT-HOCKEY-CVYH-BLACKBEAR,https://blackbearhockey.org/,primary,web_verified_2026-09-03,unknown,2026-09-03,Public brand: Black Bear Hockey.
org-us-vt-essex-parks-recreation,Essex Parks & Recreation,municipal_recreation,prog-essex-parks-recreation-youth-soccer,Youth Soccer,offer-essex-parks-recreation-essex-fall-soccer,Essex Fall Soccer,Sports > Team Sports > Soccer,youth,,,fall,2026,,,,,unknown,https://www.essexvt.gov/632/Youth-Recreation,Municipal Website,,,,,[],{},[],"{""city"":""Essex"",""state"":""VT"",""country"":""US""}",VT-MUNI-ESSEX-GENERIC,https://www.essexvt.gov/632/Youth-Recreation,primary,web_verified_2026-09-03,unknown,2026-09-03,
org-us-vt-essex-parks-recreation,Essex Parks & Recreation,municipal_recreation,prog-essex-parks-recreation-youth-field-hockey,Youth Field Hockey,offer-essex-parks-recreation-fall-field-hockey,Fall Field Hockey,Sports > Team Sports > Field Hockey,youth,,,fall,2026,,,,,unknown,https://www.essexvt.gov/632/Youth-Recreation,Municipal Website,,,,,[],{},[],"{""city"":""Essex"",""state"":""VT"",""country"":""US""}",VT-MUNI-ESSEX-GENERIC,https://www.essexvt.gov/632/Youth-Recreation,primary,web_verified_2026-09-03,unknown,2026-09-03,
org-us-vt-essex-parks-recreation,Essex Parks & Recreation,municipal_recreation,prog-essex-parks-recreation-soccer-sparks,Soccer Sparks,offer-essex-parks-recreation-soccer-sparks,Soccer Sparks,Sports > Team Sports > Soccer,youth,,,,,,,,,unknown,https://www.essexvt.gov/632/Youth-Recreation,Municipal Website,,,,,[],{},[],"{""city"":""Essex"",""state"":""VT"",""country"":""US""}",VT-MUNI-ESSEX-GENERIC,https://www.essexvt.gov/632/Youth-Recreation,primary,web_verified_2026-09-03,unknown,2026-09-03,
org-us-vt-essex-parks-recreation,Essex Parks & Recreation,municipal_recreation,prog-essex-parks-recreation-swim-team,Swim Team,offer-essex-parks-recreation-town-of-essex-swim-team-test,Town of Essex Swim Team (TEST),Sports > Aquatic Sports > Swimming,youth,,,,,,,,,unknown,https://www.essexvt.gov/632/Youth-Recreation,Municipal Website,,,,,[],{},[],"{""city"":""Essex"",""state"":""VT"",""country"":""US""}",VT-MUNI-ESSEX-GENERIC,https://www.essexvt.gov/632/Youth-Recreation,primary,web_verified_2026-09-03,unknown,2026-09-03,
org-us-vt-game-on-vermont,Game On Vermont,private_youth_program_provider,prog-game-on-vermont-adult-indoor-field-hockey,Adult Indoor Field Hockey,offer-game-on-vermont-adult-indoor-field-hockey-int-fall,Adult Indoor Field Hockey INT - Fall,Sports > Team Sports > Field Hockey,adult,league,,fall,2026,2026-11-01,2026-12-20,,,open,https://gameonvt.com/programs.php?gameon=0,Custom Website,,,,,[],{},"[{""type"":""player"",""amount"":130,""currency"":""USD""},{""type"":""team"",""amount"":1300,""currency"":""USD""}]","{""name"":""Shelburne Field House"",""city"":""Shelburne"",""state"":""VT"",""country"":""US""}",VT-PRIVATE-GAMEON,https://gameonvt.com/programs.php?gameon=0,primary,web_verified_2026-09-03,upcoming,2026-09-03,
org-us-vt-game-on-vermont,Game On Vermont,private_youth_program_provider,prog-game-on-vermont-adult-indoor-field-hockey,Adult Indoor Field Hockey,offer-game-on-vermont-adult-indoor-field-hockey-int-spring,Adult Indoor Field Hockey INT - Spring,Sports > Team Sports > Field Hockey,adult,league,,spring,2027,2027-03-07,2027-04-25,,,open,https://gameonvt.com/programs.php?gameon=0,Custom Website,,,,,[],{},"[{""type"":""player"",""amount"":130,""currency"":""USD""},{""type"":""team"",""amount"":1300,""currency"":""USD""}]","{""name"":""Shelburne Field House"",""city"":""Shelburne"",""state"":""VT"",""country"":""US""}",VT-PRIVATE-GAMEON,https://gameonvt.com/programs.php?gameon=0,primary,web_verified_2026-09-03,upcoming,2026-09-03,
org-us-vt-game-on-vermont,Game On Vermont,private_youth_program_provider,prog-game-on-vermont-adult-indoor-field-hockey,Adult Indoor Field Hockey,offer-game-on-vermont-adult-indoor-field-hockey-int-winter,Adult Indoor Field Hockey INT - Winter,Sports > Team Sports > Field Hockey,adult,league,,winter,2027,2027-01-03,2027-02-21,,,open,https://gameonvt.com/programs.php?gameon=0,Custom Website,,,,,[],{},"[{""type"":""player"",""amount"":130,""currency"":""USD""},{""type"":""team"",""amount"":1300,""currency"":""USD""}]","{""name"":""Shelburne Field House"",""city"":""Shelburne"",""state"":""VT"",""country"":""US""}",VT-PRIVATE-GAMEON,https://gameonvt.com/programs.php?gameon=0,primary,web_verified_2026-09-03,upcoming,2026-09-03,
org-us-vt-game-on-vermont,Game On Vermont,private_youth_program_provider,prog-game-on-vermont-adult-indoor-volleyball-6s,Adult Indoor Volleyball 6s,offer-game-on-vermont-adult-indoor-volleyball-6s-mar-apr,Adult Indoor Volleyball 6s - Mar-Apr,Sports > Team Sports > Volleyball,adult,league,,,2027,2027-03-02,2027-04-20,,,open,https://gameonvt.com/programs.php?gameon=0,Custom Website,,,,,[],{},"[{""type"":""player"",""amount"":100,""currency"":""USD""},{""type"":""team"",""amount"":600,""currency"":""USD""}]","{""name"":""TBD"",""city"":""Various Towns"",""state"":""VT"",""country"":""US""}",VT-PRIVATE-GAMEON,https://gameonvt.com/programs.php?gameon=0,primary,web_verified_2026-09-03,upcoming,2026-09-03,
org-us-vt-game-on-vermont,Game On Vermont,private_youth_program_provider,prog-game-on-vermont-adult-indoor-volleyball-6s,Adult Indoor Volleyball 6s,offer-game-on-vermont-adult-indoor-volleyball-6s-nov-dec,Adult Indoor Volleyball 6s - Nov-Dec,Sports > Team Sports > Volleyball,adult,league,,,2026,2026-10-27,2026-12-15,,,open,https://gameonvt.com/programs.php?gameon=0,Custom Website,,,,,[],{},"[{""type"":""player"",""amount"":100,""currency"":""USD""},{""type"":""team"",""amount"":600,""currency"":""USD""}]","{""name"":""VT Commons School"",""city"":""South Burlington"",""state"":""VT"",""country"":""US""}",VT-PRIVATE-GAMEON,https://gameonvt.com/programs.php?gameon=0,primary,web_verified_2026-09-03,upcoming,2026-09-03,
org-us-vt-game-on-vermont,Game On Vermont,private_youth_program_provider,prog-game-on-vermont-adult-indoor-volleyball-6s,Adult Indoor Volleyball 6s,offer-game-on-vermont-adult-indoor-volleyball-6s-sep-oct,Adult Indoor Volleyball 6s - Sep-Oct,Sports > Team Sports > Volleyball,adult,league,,,2026,2026-09-01,2026-10-20,,,open,https://gameonvt.com/programs.php?gameon=0,Custom Website,,,,,[],{},"[{""type"":""player"",""amount"":100,""currency"":""USD""},{""type"":""team"",""amount"":600,""currency"":""USD""}]","{""name"":""VT Commons School"",""city"":""South Burlington"",""state"":""VT"",""country"":""US""}",VT-PRIVATE-GAMEON,https://gameonvt.com/programs.php?gameon=0,primary,web_verified_2026-09-03,active,2026-09-03,
org-us-vt-game-on-vermont,Game On Vermont,private_youth_program_provider,prog-game-on-vermont-indoor-flag-football,Indoor Flag Football,offer-game-on-vermont-indoor-flag-football-men-s-fall-2026,Indoor Flag Football (Men's) - Fall 2026,Sports > Team Sports > Flag Football,adult,league,,fall,2026,2026-11-01,2026-12-20,,,open,https://gameonvt.com/programs.php?gameon=0,Custom Website,,,,,[],{},"[{""type"":""player"",""amount"":125,""currency"":""USD""}]","{""name"":""Shelburne Field House"",""city"":""Shelburne"",""state"":""VT"",""country"":""US""}",VT-PRIVATE-GAMEON,https://gameonvt.com/programs.php?gameon=0,primary,web_verified_2026-09-03,upcoming,2026-09-03,
org-us-vt-hartford-parks-recreation,Hartford Parks & Recreation,municipal_recreation,prog-hartford-parks-recreation-adult-futsal,Adult Futsal,offer-hartford-parks-recreation-adult-futsal,Adult Futsal,Sports > Team Sports > Soccer,adult,league,,,,,,,,unknown,https://hartfordvt.myrec.com/info/activities/default.aspx,MyRec,,,,,[],{},[],"{""city"":""Hartford"",""state"":""VT"",""country"":""US""}",VT-MUNI-HARTFORD-MYREC,https://hartfordvt.myrec.com/info/activities/default.aspx,primary,web_verified_2026-09-03,unknown,2026-09-03,
org-us-vt-hartford-parks-recreation,Hartford Parks & Recreation,municipal_recreation,prog-hartford-parks-recreation-camp-ventures,Camp Ventures,offer-hartford-parks-recreation-camp-ventures-february,Camp Ventures - February,Camps > Day Camps,youth,,,winter,2027,,,,,unknown,https://hartfordvt.myrec.com/info/activities/default.aspx,MyRec,,,,,[],{},[],"{""city"":""Hartford"",""state"":""VT"",""country"":""US""}",VT-MUNI-HARTFORD-MYREC,https://hartfordvt.myrec.com/info/activities/default.aspx,primary,web_verified_2026-09-03,unknown,2026-09-03,
org-us-vt-hartford-parks-recreation,Hartford Parks & Recreation,municipal_recreation,prog-hartford-parks-recreation-youth-field-hockey,Youth Field Hockey,offer-hartford-parks-recreation-field-hockey,Field Hockey,Sports > Team Sports > Field Hockey,youth,,,,,,,,,unknown,https://hartfordvt.myrec.com/info/activities/default.aspx,MyRec,,,,,[],{},[],"{""city"":""Hartford"",""state"":""VT"",""country"":""US""}",VT-MUNI-HARTFORD-MYREC,https://hartfordvt.myrec.com/info/activities/default.aspx,primary,web_verified_2026-09-03,unknown,2026-09-03,
org-us-vt-hartford-parks-recreation,Hartford Parks & Recreation,municipal_recreation,prog-hartford-parks-recreation-karate-jujitsu,Karate / Jujitsu,offer-hartford-parks-recreation-karate-jujitsu,Karate/Jujitsu,Sports > Individual Sports > Martial Arts,all_ages,,,,,,,,,unknown,https://hartfordvt.myrec.com/info/activities/default.aspx,MyRec,,,,,[],{},[],"{""city"":""Hartford"",""state"":""VT"",""country"":""US""}",VT-MUNI-HARTFORD-MYREC,https://hartfordvt.myrec.com/info/activities/default.aspx,primary,web_verified_2026-09-03,unknown,2026-09-03,
org-us-vt-hartford-parks-recreation,Hartford Parks & Recreation,municipal_recreation,prog-hartford-parks-recreation-youth-flag-football,Youth Flag Football,offer-hartford-parks-recreation-nfl-flag-football,NFL Flag Football,Sports > Team Sports > Flag Football,youth,,,,,,,,,unknown,https://hartfordvt.myrec.com/info/activities/default.aspx,MyRec,,,,,[],{},[],"{""city"":""Hartford"",""state"":""VT"",""country"":""US""}",VT-MUNI-HARTFORD-MYREC,https://hartfordvt.myrec.com/info/activities/default.aspx,primary,web_verified_2026-09-03,unknown,2026-09-03,
org-us-vt-hartford-parks-recreation,Hartford Parks & Recreation,municipal_recreation,prog-hartford-parks-recreation-sports-camp,Sports Camp,offer-hartford-parks-recreation-small-games-camp,Small Games Camp,Camps > Sports Camps,youth,,,,,,,,,unknown,https://hartfordvt.myrec.com/info/activities/default.aspx,MyRec,,,,,[],{},[],"{""city"":""Hartford"",""state"":""VT"",""country"":""US""}",VT-MUNI-HARTFORD-MYREC,https://hartfordvt.myrec.com/info/activities/default.aspx,primary,web_verified_2026-09-03,unknown,2026-09-03,
org-us-vt-hartford-parks-recreation,Hartford Parks & Recreation,municipal_recreation,prog-hartford-parks-recreation-youth-mountain-biking,Youth Mountain Biking,offer-hartford-parks-recreation-youth-mountain-biking,Youth Mountain Biking,Sports > Mountain Sports > Mountain Biking,youth,,,,,,,,,unknown,https://hartfordvt.myrec.com/info/activities/default.aspx,MyRec,,,,,[],{},[],"{""city"":""Hartford"",""state"":""VT"",""country"":""US""}",VT-MUNI-HARTFORD-MYREC,https://hartfordvt.myrec.com/info/activities/default.aspx,primary,web_verified_2026-09-03,unknown,2026-09-03,
org-us-vt-hartford-parks-recreation,Hartford Parks & Recreation,municipal_recreation,prog-hartford-parks-recreation-youth-soccer,Youth Soccer,offer-hartford-parks-recreation-youth-soccer,Youth Soccer,Sports > Team Sports > Soccer,youth,,,,,,,,,unknown,https://hartfordvt.myrec.com/info/activities/default.aspx,MyRec,,,,,[],{},[],"{""city"":""Hartford"",""state"":""VT"",""country"":""US""}",VT-MUNI-HARTFORD-MYREC,https://hartfordvt.myrec.com/info/activities/default.aspx,primary,web_verified_2026-09-03,unknown,2026-09-03,
org-us-vt-highgate-parks-recreation,Highgate Parks & Recreation,municipal_recreation,prog-highgate-parks-recreation-cross-country,Cross Country,offer-highgate-parks-recreation-cross-country-grades-1-6,Cross Country Grades 1-6,Sports > Endurance Sports > Cross Country,youth,,,,,,,,,unknown,https://highgatevt.myrec.com/info/default.aspx,MyRec,,,1,6,[],{},[],"{""city"":""Highgate"",""state"":""VT"",""country"":""US""}",VT-MUNI-HIGHGATE-MYREC,https://highgatevt.myrec.com/info/default.aspx,primary,web_verified_2026-09-03,unknown,2026-09-03,
org-us-vt-highgate-parks-recreation,Highgate Parks & Recreation,municipal_recreation,prog-highgate-parks-recreation-youth-basketball,Youth Basketball,offer-highgate-parks-recreation-youth-basketball-grades-1-4,Youth Basketball Grades 1-4,Sports > Team Sports > Basketball,youth,,,,,,,,,unknown,https://highgatevt.myrec.com/info/default.aspx,MyRec,,,1,4,[],{},[],"{""city"":""Highgate"",""state"":""VT"",""country"":""US""}",VT-MUNI-HIGHGATE-MYREC,https://highgatevt.myrec.com/info/default.aspx,primary,web_verified_2026-09-03,unknown,2026-09-03,
org-us-vt-highgate-parks-recreation,Highgate Parks & Recreation,municipal_recreation,prog-highgate-parks-recreation-youth-soccer,Youth Soccer,offer-highgate-parks-recreation-youth-soccer-grades-prek-4,Youth Soccer Grades PreK-4,Sports > Team Sports > Soccer,youth,,,,,,,,,unknown,https://highgatevt.myrec.com/info/default.aspx,MyRec,,,PK,4,[],{},[],"{""city"":""Highgate"",""state"":""VT"",""country"":""US""}",VT-MUNI-HIGHGATE-MYREC,https://highgatevt.myrec.com/info/default.aspx,primary,web_verified_2026-09-03,unknown,2026-09-03,
org-us-vt-manchester-parks-recreation,Manchester Parks & Recreation,municipal_recreation,prog-manchester-parks-recreation-swim-lessons,Swim Lessons,offer-manchester-parks-recreation-2026-saturday-swim-lessons,2026 Saturday Swim Lessons,Sports > Aquatic Sports > Swimming,youth,lessons,,summer,2026,2026-06-20,2026-08-08,2026-05-01,,closed,https://manchester-vt.gov/summer-programs,Municipal Website,,,,,[],{},[],"{""city"":""Manchester"",""state"":""VT"",""country"":""US""}",VT-MUNI-MANCHESTER-GENERIC,https://manchester-vt.gov/summer-programs,primary,web_verified_2026-09-03,completed,2026-09-03,
org-us-vt-manchester-parks-recreation,Manchester Parks & Recreation,municipal_recreation,prog-manchester-parks-recreation-swim-lessons,Swim Lessons,offer-manchester-parks-recreation-2026-swim-lessons-session-1,2026 Swim Lessons Session 1,Sports > Aquatic Sports > Swimming,youth,lessons,,summer,2026,2026-06-22,2026-07-02,2026-05-01,,closed,https://manchester-vt.gov/summer-programs,Municipal Website,,,,,[],{},"[{""type"":""resident"",""amount"":50,""currency"":""USD""},{""type"":""nonresident"",""amount"":65,""currency"":""USD""}]","{""city"":""Manchester"",""state"":""VT"",""country"":""US""}",VT-MUNI-MANCHESTER-GENERIC,https://manchester-vt.gov/summer-programs,primary,web_verified_2026-09-03,completed,2026-09-03,
org-us-vt-manchester-parks-recreation,Manchester Parks & Recreation,municipal_recreation,prog-manchester-parks-recreation-swim-lessons,Swim Lessons,offer-manchester-parks-recreation-2026-swim-lessons-session-2,2026 Swim Lessons Session 2,Sports > Aquatic Sports > Swimming,youth,lessons,,summer,2026,2026-07-06,2026-07-16,2026-05-01,,closed,https://manchester-vt.gov/summer-programs,Municipal Website,,,,,[],{},"[{""type"":""resident"",""amount"":50,""currency"":""USD""},{""type"":""nonresident"",""amount"":65,""currency"":""USD""}]","{""city"":""Manchester"",""state"":""VT"",""country"":""US""}",VT-MUNI-MANCHESTER-GENERIC,https://manchester-vt.gov/summer-programs,primary,web_verified_2026-09-03,completed,2026-09-03,
org-us-vt-manchester-parks-recreation,Manchester Parks & Recreation,municipal_recreation,prog-manchester-parks-recreation-swim-lessons,Swim Lessons,offer-manchester-parks-recreation-2026-swim-lessons-session-3,2026 Swim Lessons Session 3,Sports > Aquatic Sports > Swimming,youth,lessons,,summer,2026,2026-07-20,2026-07-30,2026-05-01,,closed,https://manchester-vt.gov/summer-programs,Municipal Website,,,,,[],{},"[{""type"":""resident"",""amount"":50,""currency"":""USD""},{""type"":""nonresident"",""amount"":65,""currency"":""USD""}]","{""city"":""Manchester"",""state"":""VT"",""country"":""US""}",VT-MUNI-MANCHESTER-GENERIC,https://manchester-vt.gov/summer-programs,primary,web_verified_2026-09-03,completed,2026-09-03,
